taxonID	scientificName	parentNameUsageID	taxonRank
T101508	Cyperus maritimus	T101290	species
T101509	Globigerinatella insueta	T101510	species
T101511	Charadrius marginatus	T101173	species
T101512	Smilax kraussiana	T101513	species
T101516	Eratidus foliaceus	T101517	species
T101519	Grammonus longhursti	T101520	species
T101522	Anopheles gambiae	T100707	species
T101523	Tympanotonos fuscatus	T101524	species
T101527	Hermodice carunculata	T101528	species
T101533	Istiophorus platypterus	T101534	species
T101536	Euphorbia glaucophylla	T101537	species
T101539	Ulva fasciata	T101540	species
T101545	Sternula albifrons	T101546	species
T101547	Chiasmodon niger	T101548	species
T101550	Margaritaria discoidea	T101551	species
T101553	Mitracarpus hirtus	T101554	species
T101555	Cibicides wuellerstorfi	T101556	species
T101558	Seriola carpenteri	T100489	species
T101559	Proboscia alata	T101560	species
T101561	Umbilicosphaera sibogae	T101562	species
T101563	Aristostomias xenostoma	T101564	species
T101565	Nidaliopsis violacea	T101566	species
T101571	Malacosteus niger	T101572	species
T101573	Hyophila involuta	T101574	species
T101579	Oridorsalis umbonatus	T101580	species
T101582	Saccorhiza ramosa	T101583	species
T101585	Tringa stagnatilis	T100901	species
T101586	Parexocoetus brachypterus	T101587	species
T101589	Bulimina rostrata	T101387	species
T101590	Drosera indica	T101591	species
T101593	Planulina wuellerstorfi	T101594	species
T101595	Discoaster petaliformis	T100874	species
T101596	Hyophilla involuta	T101597	species
T101598	Odontostomias micropogon	T100535	species
T101599	Ceratium hexacanthum	T100983	species
T101600	Scleria boivinii	T101601	species
T101602	Bulimina aculeata	T101387	species
T101603	Scyllarus caparti	T101604	species
T101608	Reophax micaceus	T101244	species
T101609	Sphenolithus belemnos	T100824	species
T101610	Sepia bertheloti	T101611	species
T101614	Eggerella bradyi	T101615	species
T101617	Onychoprion fuscatus	T101618	species
T101621	Pellonula vorax	T101372	species
T101622	Paspalum paniculatum	T101623	species
T101624	Mugil bananensis	T101625	species
T101626	Scopelarchoides danae	T101627	species
T101629	Centropages violaceus	T101284	species
T101630	Asplenium unilaterale	T101301	species
T101631	Uvigerina auberiana	T101011	species
T101632	Chloris barbata	T101633	species
T101634	Centroceras clavulatum	T101635	species
T101638	Globigerina falconensis	T100663	species
T101639	Gynandropsis gynandra	T101640	species
T101642	Budashevaella multicamerata	T101643	species
T101644	Tripos vultur	T101645	species
T101646	Numenius arquata	T100843	species
T101647	Exocoetus obtusirostris	T101648	species
T101649	Tilapia mariae	T101030	species
T101650	Caranx fischeri	T100001	species
T101651	Borostomias elucens	T101652	species
T101653	Acanthostracion notacanthus	T100382	species
T101654	Fimbristylis ferruginea	T101655	species
T101656	Sphaeroidina bulloides	T101657	species
T101659	Cyperus articulatus	T101290	species
T101660	Eleotris daganensis	T100992	species
T101661	Squilla mantis	T101662	species
T101665	Tribrachiatus orthostylus	T101666	species
T101667	Brama orcini	T101668	species
T101670	Chilostomella oolina	T101671	species
T101672	Hydroprogne caspia	T101673	species
T101674	Rhynchospora candida	T101675	species
T101676	Anacardium occidentale	T101677	species
T101678	Oxyporhamphus micropterus	T101679	species
T101681	Alcedo quadribrachys	T101682	species
T101683	Veleroninoides wiesneri	T101684	species
T101685	Cribrostomoides wiesneri	T101474	species
T101686	Discoaster exilis	T100874	species
T101687	Eragrostis tenella	T101688	species
T101689	Polyipnus polli	T101690	species
T101691	Sigmops elongatum	T101692	species
T101693	Echidna peli	T101694	species
T101696	Rhynchospora holoschoenoides	T101675	species
T101697	Didymoglossum erosum	T101698	species
T101701	Prognichthys gibbifrons	T101702	species
T101704	Gonostoma elongatum	T101705	species
T101706	Discoaster sanmiguelensis	T100874	species
T101707	Hemiramphus brasiliensis	T101708	species
T101709	Trichomanes erosum	T101710	species
T101711	Luidia heterozona	T101712	species
T101717	Dioclea reflexa	T101718	species
T101719	Discoaster hamatus	T100874	species
T101720	Helicosphaera scissura	T100858	species
T101721	Celtis philippensis	T101722	species
T101724	Discoaster bollii	T100874	species
T101725	Haplophragmoides walteri	T101425	species
T101726	Ploceus bicolor	T101016	species
T101727	Asplenium dregeanum	T101301	species
T101728	Microgramma lycopodioides	T101729	species
T101731	Tripos fusus	T101645	species
T101732	Boerhavia coccinea	T101399	species
T101733	Bulimina marginata	T101387	species
T101734	Cyperus crassipes	T101290	species
T101735	Bonapartia pedaliota	T101736	species
T101737	Ammodiscus incertus	T101390	species
T101738	Corchorus olitorius	T101739	species
T101740	Lagenammina difflugiformis	T101478	species
T101741	Globorotalia archeomenardii	T100705	species
T101742	Rhabdosphaera clavigera	T101743	species
T101744	Leersia hexandra	T101745	species
T101746	Clerodendrum capitatum	T101747	species
T101749	Peperomia tetraphylla	T101193	species
T101750	Centrostephanus longispinus	T101751	species
T101755	Miracia efferata	T101756	species
T101759	Monomitopus metriostoma	T101760	species
T101761	Pullenia subcarinata	T101287	species
T101762	Discoaster nephados	T100874	species
T101763	Bulbophyllum intertextum	T101764	species
T101767	Scolecithrix danae	T101768	species
T101770	Pullenia quinqueloba	T101287	species
T101771	Bulbostylis barbata	T101440	species
T101772	Ammobaculites filiformis	T101773	species
T101774	Globorotalia cultrata	T100705	species
T101775	Bathycuma longicaudatum	T101776	species
T101779	Recurvoides contorta	T101780	species
T101781	Pyxidinopsis reticulata	T101782	species
T101784	Bostrychus africanus	T101785	species
T101786	Dichrocephala integrifolia	T101299	species
T101787	Cylindrotheca closterium	T101788	species
T101792	Ceratium pentagonum	T100983	species
T101793	Echinochloa pyramidalis	T101794	species
T101795	Discoaster tamalis	T100874	species
T101796	Macrosetella gracilis	T101797	species
T101798	Legitimocythere acanthoderma	T101799	species
T101802	Xenolepidichthys dalgleishi	T101803	species
T101805	Myctophum asperum	T101806	species
T101807	Recurvoides contortus	T101780	species
T101808	Augeneria tentaculata	T101809	species
T101812	Vinciguerria nimbaria	T101813	species
T101814	Ceratium candelabrum	T100983	species
T101815	Helicosphaera granulata	T100858	species
T101816	Cyclammina cancellata	T101817	species
T101819	Nodulina dentaliniformis	T101820	species
T101821	Pelvicachromis pulcher	T101822	species
T101823	Karrerulina conversa	T101824	species
T101826	Ophioglossum reticulatum	T101827	species
T101831	Hymenasplenium unilaterale	T101832	species
T101833	Bulimina alazanensis	T101387	species
T101834	Galactia tenuiflora	T101835	species
T101836	Globorotalia crassula	T100705	species
T101837	Celtis gomphophylla	T101722	species
T101838	Reophax dentaliniformis	T101244	species
T101839	Hoplunnis punctata	T101840	species
T101841	Leptaspis zeylanica	T101842	species
T101843	Podica senegalensis	T101844	species
T101847	Didymochlaena truncatula	T101848	species
T101850	Blumea aurita	T101851	species
T101852	Hormosina globulifera	T101853	species
T101854	Struchium sparganophorum	T101855	species
T101856	Annona muricata	T101857	species
T101859	Cenchrus biflorus	T101860	species
T101863	Tripos furca	T101645	species
T101864	Acanthospermum hispidum	T101865	species
T101866	Cibicidoides mundula	T101867	species
T101868	Anous minutus	T101869	species
T101870	Caligus coryphaenae	T101871	species
T101874	Paranthias furcifer	T101875	species
T101876	Tripos trichoceros	T101645	species
T101877	Cythere melobesioides	T101878	species
T101880	Discoaster binodosus	T100874	species
T101881	Euchaeta marina	T101110	species
T101882	Nettapus auritus	T101883	species
T101886	Leonella granifera	T101887	species
T101888	Paraconger notialis	T101889	species
T101890	Mugil curema	T101625	species
T101891	Bathygobius burtoni	T101122	species
T101892	Ulva flexuosa	T101540	species
T101893	Pelecanus rufescens	T101894	species
T101896	Rhamphicarpa fistulosa	T101897	species
T101899	Cyperus cyperoides	T101290	species
T101900	Diplophos taenia	T101901	species
T101902	Henryhowella melobesioides	T101903	species
T101904	Reophax pilulifer	T101244	species
T101905	Connarus africanus	T101906	species
T101907	Eleotris senegalensis	T100992	species
T101908	Erythroxylum emarginatum	T101909	species
T101911	Geranium simense	T101912	species
T101915	Globigerina rubescens	T100663	species
T101916	Pontellina plumata	T101917	species
T101919	Ficus polita	T101920	species
T101921	Delphinus delphis	T101922	species
T101925	Howella brodiei	T101926	species
T101928	Poseidonamicus major	T101929	species
T101931	Cheilopogon cyanopterus	T101932	species
T101933	Styracaster chuni	T101934	species
T101936	Bixa orellana	T101937	species
T101939	Lituotuba lituiformis	T101940	species
T101941	Coronocyclus nitescens	T101942	species
T101943	Herposiphonia tenella	T101944	species
T101946	Globigerina quinqueloba	T100663	species
T101947	Psammosphaera fusca	T101948	species
T101949	Anous stolidus	T101869	species
T101950	Alectra sessiliflora	T101951	species
T101953	Mimosa pudica	T101954	species
T101955	Turborotalita quinqueloba	T101956	species
T101957	Cibicidoides robertsoniana	T101867	species
T101958	Neosiphonia ferulacea	T101959	species
T101960	Thespesia populnea	T101961	species
T101962	Ammolagena clavata	T101963	species
T101966	Glomospira gordialis	T101087	species
T101967	Eunicella filifica	T101968	species
T101970	Hemicaranx bicolor	T101971	species
T101973	Polysiphonia ferulacea	T101974	species
T101975	Myrophis plumbeus	T101976	species
T101977	Conotrochammina whangaia	T101978	species
T101980	Discoaster berggrenii	T100874	species
T101981	Strongylura senegalensis	T101982	species
T101984	Rhizosolenia calcar-avis	T101985	species
T101986	Cassidulina neoteretis	T101219	species
T101987	Platylepis glandulosa	T101988	species
T101989	Gloriosa simplex	T101990	species
T101992	Allamanda cathartica	T101993	species
T101994	Discoaster barbadiensis	T100874	species
T101995	Oplismenus burmannii	T101996	species
T101997	Sigmoilopsis schlumbergeri	T101998	species
T101999	Fimbristylis triflora	T101655	species
T102000	Ceratopteris cornuta	T102001	species
T102002	Avicennia nitida	T100920	species
T102003	Solanum terminale	T102004	species
T102007	Lycopodiella cernuum	T101250	species
T102008	Blotiella currorii	T102009	species
T102011	Hoplostethus cadenati	T100734	species
T102012	Palhinhaea cernuum	T102013	species
T102014	Achomosphaera ramulifera	T102015	species
T102017	Labrisomus nuchipinnis	T102018	species
T102020	Aristolochia elegans	T102021	species
T102023	Astropecten michaelseni	T102024	species
T102026	Falco cuvierii	T102027	species
T102030	Valenciennellus tripunctulatus	T102031	species
T102032	Sepia elegans	T101611	species
T102033	Hypericum lanceolatum	T102034	species
T102036	Ceratolithus cristatus	T102037	species
T102039	Globorotaloides suteri	T102040	species
T102041	Pseudo-Nitzschia delicatissima	T102042	species
T102043	Eriosema parviflorum	T102044	species
T102045	Wrangelia argus	T102046	species
T102048	Burhinus vermiculatus	T102049	species
T102051	Dicrolene intronigra	T102052	species
T102053	Cryptonemia luxurians	T102054	species
T102057	Sepiella ornata	T102058	species
T102059	Makrokylindrus spinifer	T102060	species
T102062	Symphurus normani	T102063	species
T102064	Malvastrum coromandelianum	T102065	species
T102066	Odontochitina operculata	T102067	species
T102068	Brenandendron conferta	T102069	species
T102070	Albertisia scandens	T102071	species
T102074	Panicum dregeanum	T101140	species
T102075	Physiculus fulvus	T100182	species
T102076	Aphyosemion calliurum	T102077	species
T102079	Vigna gracilis	T102080	species
T102081	Hyphalaster inermis	T102082	species
T102083	Monomorium spectrum	T102084	species
T102087	Mikaniopsis maitlandii	T102088	species
T102089	Dicellandra barteri	T102090	species
T102091	Baeopogon indicator	T102092	species
T102094	Spiniferites multibrevis	T101107	species
T102095	Tursiops truncatus	T102096	species
T102097	Phrynoponera bequaerti	T102098	species
T102099	Croton longiracemosus	T102100	species
T102101	Eugenia klaineana	T102102	species
T102104	Cyperus baronii	T101290	species
T102105	Arizelocichla montanus	T102106	species
T102107	Aedes irritans	T102108	species
T102109	Bothriochloa bladhii	T102110	species
T102111	Dillenia indica	T102112	species
T102115	Gracilaria verrucosa	T102116	species
T102117	Ethusa vossi	T102118	species
T102120	Leptadenia hastata	T102121	species
T102122	Neuropeltis acuminata	T102123	species
T102125	Dinophora spenneroides	T102126	species
T102127	Strombosia pustulata	T102128	species
T102130	Bauhinia tomentosa	T102131	species
T102132	Procampylaspis lutensis	T102133	species
T102135	Bikinia coriacea	T102136	species
T102137	Exochosphaeridium bifidum	T102138	species
T102139	Striga linearifolia	T102140	species
T102141	Dictyota ciliolata	T102142	species
T102147	Chrysichthys auratus	T102148	species
T102150	Dracaena bicolor	T102151	species
T102153	Erythrococca membranacea	T102154	species
T102155	Baikiaea robynsii	T102156	species
T102157	Fursenkoina earlandi	T102158	species
T102160	Epigonus pandionis	T100471	species
T102161	Genyorchis apetala	T102162	species
T102163	Uranotaenia micromelas	T102164	species
T102165	Stercorarius pomarinus	T102166	species
T102168	Crotonogyne chevalieri	T102169	species
T102170	Pyrenacantha acuminata	T102171	species
T102174	Candacia pachydactyla	T102175	species
T102177	Tringa totanus	T100901	species
T102178	Cyclaspoides sarsi	T102179	species
T102180	Tapinanthus farmari	T102181	species
T102183	Discoaster saundersii	T100874	species
T102184	Calonectris diomedea	T102185	species
T102188	Lankesteria brevior	T102189	species
T102190	Psidium guajava	T102191	species
T102192	Carissa edulis	T102193	species
T102194	Baissea bailloni	T102195	species
T102196	Culex decens	T102197	species
T102198	Leucon tenuirostris	T102199	species
T102201	Ablennes hians	T102202	species
T102203	Aedes nigricephalus	T102108	species
T102204	Phrynoponera gabonensis	T102098	species
T102206	Bidens monticola	T102207	species
T102208	Catinaster coalitus	T102209	species
T102210	Salacia lehmbachii	T101403	species
T102211	Afrostyrax kamerunensis	T102212	species
T102214	Syrrheonema hexastamineum	T102215	species
T102216	Cibicides refulgens	T101556	species
T102217	Scoliosorus mannianum	T102218	species
T102219	Aidia genipiflora	T102220	species
T102221	Trichostachys longifolia	T102222	species
T102223	Dichapetalum staudtii	T102224	species
T102226	Cleora radula	T102227	species
T102230	Phyllastrephus scandens	T102231	species
T102232	Conopea fidelis	T101464	species
T102233	Nectarinia preussi	T102234	species
T102235	Apalis nigriceps	T102236	species
T102237	Culex nebulosus	T102197	species
T102238	Leucon spinulosus	T102199	species
T102239	Oxystigma mannii	T102240	species
T102241	Strophanthus gracilis	T102242	species
T102243	Diastyloides atlanticus	T102244	species
T102245	Monomorium strangulatum	T102084	species
T102246	Martretia quadricornis	T102247	species
T102248	Cyperus margaritaceus	T101290	species
T102249	Leptopelis rufus	T102250	species
T102254	Chalarostylis elegans	T102255	species
T102257	Phragmanthera polycrypta	T102258	species
T102259	Amanoa strobilacea	T102260	species
T102261	Ficus praticola	T101920	species
T102262	Stenella frontalis	T102263	species
T102264	Gephyrocapsa caribbeanica	T102265	species
